Location,Price,No. of rooms,No. of bathrooms,Area,Neighborhood,Municipality,Type,Price per sq meter,Bathrooms per room,Price_Category
Zapote del Valle,30000,3.0,2.0,298.0,Bosques Vallarta,Zapopan,House,100.67114093959732,0.6666666666666666,20k-30k
Boulevard mirasierra 93 66,53000,4.0,4.0,300.0,Fraccionamiento Los Olivos Residencial,Zapopan,House,176.66666666666666,1.0,50k-70k
"Av. Juan Palomar y Arias 765, Prados",58500,3.0,3.0,300.0,Providencia,Guadalajara,Department,195.0,1.0,50k-70k
AV JUAN GIL PRECIADO 8555,45000,4.0,5.0,300.0,Altamira,Zapopan,House,150.0,1.25,40k-50k
,19800,3.0,2.0,300.0,Altamira,Zapopan,House,66.0,0.6666666666666666,10k-20k
Volcán Vesubio 5156,50000,3.0,4.0,300.0,Ciudad Granja,Zapopan,House,166.66666666666666,1.3333333333333333,40k-50k
Coto Asturias,42000,3.0,3.0,300.0,Fraccionamiento Puerta del Valle,Zapopan,House,140.0,1.0,40k-50k
Valle Real,55000,3.0,3.0,300.0,Valle Real,Zapopan,House,183.33333333333334,1.0,50k-70k
Paseo de la alameda 25,54000,3.0,3.0,300.0,Puerta de Hierro,Zapopan,House,180.0,1.0,50k-70k
Chichen-itza,50000,3.0,2.0,300.0,Villa Universitaria,Zapopan,House,166.66666666666666,0.6666666666666666,40k-50k
1° de Enero,31000,3.0,3.0,300.0,Fraccionamiento Rinconada de los Novelistas,Zapopan,House,103.33333333333333,1.0,30k-40k
,42000,3.0,2.0,300.0,Ciudad Granja,Zapopan,House,140.0,0.6666666666666666,40k-50k
Av. Las Palmas 200,45000,4.0,2.0,300.0,Condominio Atlas Colomos,Zapopan,House,150.0,0.5,40k-50k
,35000,3.0,2.0,300.0,Rancho o rancheria San Jose Del Tajo,Tlajomulco de Zúñiga,House,116.66666666666667,0.6666666666666666,30k-40k
"Av Pablo Neruda 4127, Universitaria",35000,3.0,3.0,300.0,Fraccionamiento Rinconada de los Novelistas,Zapopan,House,116.66666666666667,1.0,30k-40k
,45000,3.0,3.0,300.0,Valle Real,Zapopan,House,150.0,1.0,40k-50k
,21000,4.0,3.0,300.0,Fraccionamiento Jardines Del Country,Guadalajara,House,70.0,0.75,20k-30k
AV. REAL ACUEDUCTO 360,35000,2.0,1.0,300.0,Puerta de Hierro,Zapopan,Department,116.66666666666667,0.5,30k-40k
,55000,3.0,4.0,300.0,Valle Real,Zapopan,House,183.33333333333334,1.3333333333333333,50k-70k
,45200,3.0,4.0,300.0,Villa Universitaria,Zapopan,House,150.66666666666666,1.3333333333333333,40k-50k
CALLEJON DEL LOBO ,38000,4.0,4.0,300.0,Ciudad Bugambilia,Zapopan,House,126.66666666666667,1.0,30k-40k
AV NUEVA GALICIA #50,45500,3.0,4.0,300.0,Valle Real,Zapopan,House,151.66666666666666,1.3333333333333333,40k-50k
Av paseo de la cantera 5035,50000,4.0,4.0,300.0,Ciudad de los niños,Zapopan,House,166.66666666666666,1.0,40k-50k
INGLATERRA 6835,30200,4.0,2.0,300.0,Ciudad Del Sol,Zapopan,House,100.66666666666667,0.5,30k-40k
Paseo solares 2175,60000,3.0,3.0,300.0,Providencia,Guadalajara,House,200.0,1.0,50k-70k
,60000,3.0,1.0,300.0,Providencia,Guadalajara,House,200.0,0.3333333333333333,50k-70k
lorenzo barcelata 66,25000,3.0,3.0,300.0,El Palomar,Tlajomulco de Zúñiga,House,83.33333333333333,1.0,20k-30k
Condominio Azahares,45200,3.0,4.0,300.0,Villa Universitaria,Zapopan,House,150.66666666666666,1.3333333333333333,40k-50k
Av. Punto Sur,38000,4.0,4.0,300.0,Ciudad Bugambilia,Zapopan,House,126.66666666666667,1.0,30k-40k
"Félix mendelssohn 5508  , La Estancia , 45030 Zapopan, Jalisco, México",21000,4.0,3.0,300.0,Fraccionamiento Jardines Del Country,Guadalajara,House,70.0,0.75,20k-30k
la merced 925,60000,3.0,1.0,300.0,Providencia,Guadalajara,House,200.0,0.3333333333333333,50k-70k
Paseo Solares 1333,25000,3.0,3.0,300.0,El Palomar,Tlajomulco de Zúñiga,House,83.33333333333333,1.0,20k-30k
San Nicolás de Bari 628,24000,4.0,4.0,300.0,Fraccionamiento Camino Real,Zapopan,House,80.0,1.0,20k-30k
,35000,3.0,3.0,300.0,Fraccionamiento Vallarta Norte,Guadalajara,House,116.66666666666667,1.0,30k-40k
,50000,3.0,2.0,300.0,Ciudad de los niños,Zapopan,House,166.66666666666666,0.6666666666666666,40k-50k
,45000,3.0,3.0,300.0,Fraccionamiento Monraz,Guadalajara,Department,150.0,1.0,40k-50k
Paseo San Arturo Pte.   101,46000,3.0,4.0,301.0,Valle Real,Zapopan,House,152.82392026578074,1.3333333333333333,40k-50k
AV VOLCAN TANCITARO 2236,38000,3.0,4.0,305.0,Residencial Provenza,Tlajomulco de Zúñiga,House,124.59016393442623,1.3333333333333333,30k-40k
Av Lopez Mateos Sur 5555,38000,3.0,3.0,305.0,Residencial Provenza,Tlajomulco de Zúñiga,House,124.59016393442623,1.0,30k-40k
Av Lopez Mateos Sur 5555,38000,3.0,4.0,305.0,Residencial Provenza,Tlajomulco de Zúñiga,House,124.59016393442623,1.3333333333333333,30k-40k
,20000,4.0,2.0,306.0,Fraccionamiento Jardín Real,Zapopan,House,65.359477124183,0.5,10k-20k
Paseo Laurel 3730,25000,4.0,2.0,306.0,Arcos Vallarta,Guadalajara,House,81.69934640522875,0.5,20k-30k
